tconst,originCountry
tt0057877,United Kingdom
tt0057878,United States
tt0057917,United States
tt0057887,United States
tt0057897,United States
tt0057905,United States
tt0057892,Greece
tt0057919,United Kingdom
tt0057918,United Kingdom
tt0057933,United Kingdom
tt0057920,United Kingdom
tt0057924,Italy
tt0057960,Italy
tt0057935,India
tt0057952,United States
tt0057940,United States
tt0057967,France
tt0057986,United Kingdom
tt0057999,United States
tt0058001,Slovakia
tt0057993,Italy
tt0057997,United States
tt0058003,Italy
tt0058018,United States
tt0058007,United Kingdom
tt0058006,Brazil
tt0058019,United States
tt0058050,United Kingdom
tt0058022,Soviet Union
tt0058060,United States
tt0058083,United States
tt0058073,United Kingdom
tt0058092,United States
tt0058100,United Kingdom
tt0058085,United States
tt0058091,United States
tt0058089,France
tt0058101,United States
tt0058123,France
tt0058135,France
tt0058124,Sweden
tt0058126,Soviet Union
tt0058154,United States
tt0058138,Denmark
tt0058153,United States
tt0058150,United Kingdom
tt0058142,United Kingdom
tt0058164,United Kingdom
tt0058155,United Kingdom
tt0058165,United States
tt0058166,United Kingdom
tt0058182,United Kingdom
tt0058212,United States
tt0058191,West Germany
tt0058208,United States
tt0058203,France
tt0058202,Italy
tt0058213,United States
tt0058249,France
tt0058232,France
tt0058230,United States
tt0058238,United States
tt0058265,United States
tt0058263,United Kingdom
tt0058275,Slovakia
tt0058262,United States
tt0058267,United States
tt0058294,United States
tt0058301,United States
tt0058277,Bulgaria
tt0058283,United States
tt0058279,Japan
tt0058307,Italy
tt0058326,Japan
tt0058323,United Kingdom
tt0058311,Italy
tt0058324,United States
tt0058329,United States
tt0058336,United States
tt0058335,Italy
tt0058333,United Kingdom
tt0058331,United States
tt0058349,Japan
tt0058365,Italy
tt0058343,France
tt0058361,Soviet Union
tt0058371,United States
tt0058383,United Kingdom
tt0058379,Japan
tt0058382,United Kingdom
tt0058374,Soviet Union
tt0058384,United States
tt0058404,United States
tt0058403,United States
tt0058385,United States
tt0058401,United Kingdom
tt0058390,United States
tt0058405,United Kingdom
tt0058425,United Kingdom
tt0058409,Japan
tt0058414,United States
tt0058413,Italy
tt0058430,Japan
tt0058439,Romania
tt0058438,Mexico
tt0058429,United States
tt0058437,United States
tt0058456,United States
tt0058453,United States
tt0058440,United States
tt0058458,France
tt0058450,France
tt0058529,United States
tt0058507,United States
tt0058500,United Kingdom
tt0058461,Italy
tt0058525,United States
tt0058544,Japan
tt0058534,United States
tt0058541,Israel
tt0058530,United States
tt0058547,India
tt0058557,United Kingdom
tt0058548,United States
tt0058564,Italy
tt0058561,United States
tt0058553,West Germany
tt0058576,United States
tt0058586,United Kingdom
tt0058580,United States
tt0058567,Italy
tt0058571,United States
tt0058620,United States
tt0058615,United States
tt0058606,United States
tt0058604,Cuba
tt0058600,Denmark
tt0058642,Soviet Union
tt0058621,United States
tt0058625,Japan
tt0058622,United States
tt0058631,United States
tt0058659,United States
tt0058663,France
tt0058652,Japan
tt0058666,Sweden
tt0058649,United Kingdom
tt0058698,Japan
tt0058672,United States
tt0058694,United States
tt0058700,Italy
tt0058692,France
tt0058724,Italy
tt0058701,France
tt0058709,West Germany
tt0058708,United States
tt0058715,Italy
tt0058751,West Germany
tt0058740,France
tt0058743,United States
tt0058745,United States
tt0058725,United States
tt0058753,United Kingdom
tt0058863,France
tt0058754,United Kingdom
tt0058756,United States
tt0058777,United Kingdom
tt0058917,United States
tt0058909,France
tt0058888,Japan
tt0058898,France
tt0058886,United States
tt0058933,United States
tt0058920,United States
tt0058946,Italy
tt0058930,United States
tt0058926,Sweden
tt0058953,United States
tt0058947,United States
tt0058962,United Kingdom
tt0058977,United States
tt0058954,United States
tt0058981,United States
tt0058983,Italy
tt0058997,United Kingdom
tt0058985,France
tt0059012,Spain
tt0059037,United States
tt0059014,United Kingdom
tt0059043,United Kingdom
tt0059017,United States
tt0059015,Italy
tt0059063,
tt0059050,France
tt0059049,Italy
tt0059044,United States
tt0059051,Italy
tt0059076,United Kingdom
tt0059080,Japan
tt0059065,United States
tt0059079,Hong Kong 
tt0059084,United Kingdom
tt0059095,Italy
tt0059112,United States
tt0059100,United Kingdom
tt0059094,United States
tt0059106,United Kingdom
tt0059124,United States
tt0059116,Italy
tt0059113,Italy
tt0059114,Italy
tt0059125,United Kingdom
tt0059143,United Kingdom
tt0059127,United Kingdom
tt0059160,Italy
tt0059126,United Kingdom
tt0059159,Japan
tt0059168,France
tt0059166,United States
tt0059183,United States
tt0059162,United Kingdom
tt0059170,United States
tt0059219,United Kingdom
tt0059205,Japan
tt0059221,United States
tt0059224,United States
tt0059199,United States
tt0059243,United States
tt0059241,France
tt0059232,United States
tt0059245,United States
tt0059229,Italy
tt0059250,United States
tt0059255,United States
tt0059260,United Kingdom
tt0059252,United States
tt0059246,India
tt0059287,United States
tt0059263,United Kingdom
tt0059274,United Kingdom
tt0059282,United Kingdom
tt0059269,United Kingdom
tt0059311,United States
tt0059309,United States
tt0059297,United States
tt0059298,United States
tt0059303,Japan
tt0059348,India
tt0059346,Japan
tt0059314,United States
tt0059320,Japan
tt0059319,United Kingdom
tt0059362,United Kingdom
tt0059358,United States
tt0059390,United Kingdom
tt0059399,United Kingdom
tt0059377,United Kingdom
tt0059418,United States
tt0059417,India
tt0059431,United States
tt0059415,Slovakia
tt0059410,United States
tt0059440,Brazil
tt0059447,United States
tt0059459,Italy
tt0059448,United States
tt0059453,United States
tt0059474,United States
tt0059465,United Kingdom
tt0059464,United States
tt0059470,United States
tt0059462,United States
tt0059518,Japan
tt0059499,France
tt0059477,United States
tt0059496,United Kingdom
tt0059527,Slovakia
tt0059540,France
tt0059529,Soviet Union
tt0059538,West Germany
tt0059549,United Kingdom
tt0059550,Soviet Union
tt0059565,France
tt0059563,United States
tt0059573,United States
tt0059555,United Kingdom
tt0059557,United States
tt0059578,Italy
tt0059616,France
tt0059575,United States
tt0059592,France
tt0059601,Italy
tt0059635,United Kingdom
tt0059641,United States
tt0059637,United States
tt0059633,United States
tt0059619,Italy
tt0059661,United States
tt0059646,United Kingdom
tt0059653,United States
tt0059649,United Kingdom
tt0059643,Poland
tt0059675,United Kingdom
tt0059673,Japan
tt0059678,United States
tt0059674,United States
tt0059710,United Kingdom
tt0059727,United Kingdom
tt0059715,Japan
tt0059711,United States
tt0059719,Mexico
tt0059712,United States
tt0059740,United States
tt0059764,United Kingdom
tt0059742,United States
tt0059749,United Kingdom
tt0059729,United States
tt0059792,Italy
tt0059793,United States
tt0059786,United States
tt0059776,Hungary
tt0059794,United States
tt0059798,United States
tt0059813,Sweden
tt0059800,United Kingdom
tt0059797,United Kingdom
tt0059812,Hungary
tt0059829,
tt0059817,Japan
tt0059825,France
tt0059821,United States
tt0059831,France
tt0059855,China
tt0059872,France
tt0059878,United States
tt0059856,Italy
tt0059837,United States
tt0059885,United States
tt0059880,United States
tt0059887,Soviet Union
tt0059893,India
tt0059884,Soviet Union
tt0059909,United States
tt0059894,United Kingdom
tt0059895,United Kingdom
tt0059903,United States
tt0059896,United States
tt0059934,France
tt0059915,West Germany
tt0059930,United Kingdom
tt0059927,United Kingdom
tt0059914,Italy
tt0059942,Japan
tt0060049,Italy
tt0059958,West Germany
tt0060048,United States
tt0059956,France
tt0060073,Italy
tt0060063,West Germany
tt0060074,United States
tt0060086,United Kingdom
tt0060050,United States
tt0060109,Italy
tt0060097,Italy
tt0060094,United Kingdom
tt0060095,United States
tt0060107,Soviet Union
tt0060112,United States
tt0060116,Hungary
tt0060125,Italy
tt0060121,United States
tt0060120,United States
tt0060135,United States
tt0060143,Italy
tt0060126,United States
tt0060153,United States
tt0060138,France
tt0060168,United States
tt0060165,United States
tt0060164,Italy
tt0060174,
tt0060161,Soviet Union
tt0060188,United Kingdom
tt0060177,United Kingdom
tt0060182,United Kingdom
tt0060186,United States
tt0060176,United Kingdom
tt0060214,United Kingdom
tt0060196,Italy
tt0060218,United States
tt0060200,United Kingdom
tt0060223,Spain
tt0060263,France
tt0060228,United States
tt0060232,United States
tt0060261,Italy
tt0060268,United Kingdom
tt0060277,Japan
tt0060304,France
tt0060288,United Kingdom
tt0060287,United States
tt0060278,United Kingdom
tt0060330,United Kingdom
tt0060315,Italy
tt0060355,United States
tt0060307,United Kingdom
tt0060305,France
tt0060380,Brazil
tt0060371,United States
tt0060395,United Kingdom
tt0060397,United States
tt0060390,United Kingdom
tt0060414,United States
tt0060420,United States
tt0060424,United States
tt0060400,France
tt0060401,Poland
tt0060440,Japan
tt0060434,United Kingdom
tt0060429,United States
tt0060437,United Kingdom
tt0060438,United States
tt0060457,United States
tt0060445,United States
tt0060446,Japan
tt0060453,United Kingdom
tt0060450,France
tt0060474,France
tt0060464,Japan
tt0060475,France
tt0060472,United States
tt0060463,United States
tt0060481,France
tt0060483,United States
tt0060479,United States
tt0060476,United Kingdom
tt0060482,Romania
tt0060529,Sweden
tt0060522,United States
tt0060491,United States
tt0060486,Japan
tt0060490,United States
tt0060538,Italy
tt0060558,United States
tt0060543,Slovakia
tt0060545,Italy
tt0060548,United Kingdom
tt0060560,Japan
tt0060574,West Germany
tt0060586,Japan
tt0060588,United Kingdom
tt0060584,Soviet Union
tt0060640,United States
tt0060635,Taiwan 
tt0060597,Slovakia
tt0060636,United States
tt0060637,United States
tt0060661,United States
tt0060647,France
tt0060665,United Kingdom
tt0060645,United States
tt0060648,United Kingdom
tt0060701,France
tt0060666,United States
tt0060689,India
tt0060675,France
tt0060668,United Kingdom
tt0060712,United States
tt0060722,Cuba
tt0060714,United Kingdom
tt0060726,United States
tt0060708,United Kingdom
tt0060736,South Africa
tt0060748,United States
tt0060742,India
tt0060728,United States
tt0060747,Soviet Union
tt0060758,Senegal
tt0060760,United States
tt0060753,United States
tt0060782,United Kingdom
tt0060754,United States
tt0060798,
tt0060814,France
tt0060794,Italy
tt0060802,Slovakia
tt0060801,United States
tt0060865,United Kingdom
tt0060827,Sweden
tt0060841,United Kingdom
tt0060862,United States
tt0060818,United States
tt0060884,United States
tt0060879,France
tt0060866,United Kingdom
tt0060880,United Kingdom
tt0060877,United States
tt0060908,France
tt0060903,Italy
tt0060893,United Kingdom
tt0060897,Spain
tt0060891,France
tt0060959,Slovakia
tt0060921,United States
tt0060934,United States
tt0060955,United States
tt0060956,Italy
tt0061005,United Kingdom
tt0061015,United States
tt0061014,Italy
tt0060980,United States
tt0060983,United States
tt0061042,Denmark
tt0061024,United States
tt0061029,Slovakia
tt0061017,Germany
tt0061037,Italy
tt0061065,Japan
tt0061080,United States
tt0061074,Italy
tt0061075,United Kingdom
tt0061073,India
tt0061093,United States
tt0061094,United Kingdom
tt0061087,Australia
tt0061081,Spain
tt0061089,United States
tt0061122,United States
tt0061101,Japan
tt0061115,United Kingdom
tt0061107,United States
tt0061113,France
tt0061162,Soviet Union
tt0061135,United States
tt0061140,United States
tt0061132,Italy
tt0061138,France
tt0061173,United States
tt0061180,United Kingdom
tt0061176,United States
tt0061177,Japan
tt0061170,United States
tt0061197,West Germany
tt0061196,Soviet Union
tt0061191,United States
tt0061189,United States
tt0061184,United States
tt0061209,United States
tt0061198,West Germany
tt0061320,Italy
tt0061204,United Kingdom
tt0061203,United States
tt0061333,United States
tt0061343,France
tt0061357,France
tt0061328,United Kingdom
tt0061359,Soviet Union
tt0061385,United States
tt0061387,United Kingdom
tt0061369,France
tt0061380,United States
tt0061376,France
tt0061389,United States
tt0061401,United States
tt0061395,France
tt0061398,United Kingdom
tt0061391,United Kingdom
tt0061412,United States
tt0061407,Italy
tt0061405,United Kingdom
tt0061411,United Kingdom
tt0061409,West Germany
tt0061420,United States
tt0061429,Italy
tt0061414,United Kingdom
tt0061433,Italy
tt0061418,United States
tt0061450,United Kingdom
tt0061447,United States
tt0061456,United States
tt0061439,United States
tt0061452,United Kingdom
tt0061477,United States
tt0061473,France
tt0061474,India
tt0061465,United States
tt0061489,United States
tt0061520,United Kingdom
tt0061495,France
tt0061502,France
tt0061512,United States
tt0061523,United Kingdom
tt0061557,United Kingdom
tt0061549,Republic of Korea
tt0061550,Japan
tt0061556,United Kingdom
tt0061537,Hungary
tt0061584,United States
tt0061581,United States
tt0061576,Italy
tt0061578,United Kingdom
tt0061568,France
tt0061590,United States
tt0061592,United States
tt0061594,United Kingdom
tt0061587,Italy
tt0061589,United States
tt0061605,Belgium
tt0061597,Hong Kong 
tt0061595,United States
tt0061610,United States
tt0061613,Italy
tt0061620,Sweden
tt0061634,United Kingdom
tt0061619,United States
tt0061633,Spain
tt0061636,Italy
tt0061655,United Kingdom
tt0061643,Mexico
tt0061648,United Kingdom
tt0061653,United Kingdom
tt0061647,United Kingdom
tt0061680,United Kingdom
tt0061683,United Kingdom
tt0061669,United States
tt0061678,United States
tt0061671,United States
